书籍路径,toc.md中的标题,缺失文件的完整路径
"design/09-technical-leadership","危机处理与应急响应","E:\CoderBooks\src\books\design\09-technical-leadership\book_zh\leadership-practice\crisis-management.md"
"design/09-technical-leadership","团队士气管理","E:\CoderBooks\src\books\design\09-technical-leadership\book_zh\leadership-practice\team-morale.md"
"design/09-technical-leadership","实战：推动大型技术重构","E:\CoderBooks\src\books\design\09-technical-leadership\book_zh\leadership-practice\large-refactoring.md"
"design/09-technical-leadership","实战：新团队快速建设","E:\CoderBooks\src\books\design\09-technical-leadership\book_zh\leadership-practice\building-new-team.md"
"design/09-technical-leadership","总结：技术领导力成长路径","E:\CoderBooks\src\books\design\09-technical-leadership\book_zh\leadership-practice\growth-path.md"
"design/10-architect-practice","架构决策框架","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\decision-methodology\decision-framework.md"
"design/10-architect-practice","需求分析与问题定义","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\decision-methodology\requirements-analysis.md"
"design/10-architect-practice","约束条件识别","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\decision-methodology\constraints-identification.md"
"design/10-architect-practice","方案设计与评估","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\decision-methodology\solution-evaluation.md"
"design/10-architect-practice","架构决策记录 (ADR)","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\decision-methodology\adr.md"
"design/10-architect-practice","架构评审方法","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\decision-methodology\architecture-review.md"
"design/10-architect-practice","架构演进概述","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\architecture-evolution\overview.md"
"design/10-architect-practice","渐进式架构重构","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\architecture-evolution\incremental-refactoring.md"
"design/10-architect-practice","绞杀者模式","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\architecture-evolution\strangler-pattern.md"
"design/10-architect-practice","分支抽象模式","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\architecture-evolution\branch-by-abstraction.md"
"design/10-architect-practice","并行运行模式","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\architecture-evolution\parallel-run.md"
"design/10-architect-practice","特性开关与架构演进","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\architecture-evolution\feature-toggles.md"
"design/10-architect-practice","电商平台需求分析","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-ecommerce\requirements.md"
"design/10-architect-practice","电商前端架构设计","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-ecommerce\architecture-design.md"
"design/10-architect-practice","商品系统架构","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-ecommerce\product-system.md"
"design/10-architect-practice","购物车与订单架构","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-ecommerce\cart-order-system.md"
"design/10-architect-practice","支付与结算架构","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-ecommerce\payment-system.md"
"design/10-architect-practice","电商性能优化实践","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-ecommerce\performance.md"
"design/10-architect-practice","大促活动架构","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-ecommerce\promotion-architecture.md"
"design/10-architect-practice","SaaS 产品需求分析","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-saas\requirements.md"
"design/10-architect-practice","多租户架构设计","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-saas\multi-tenancy.md"
"design/10-architect-practice","SaaS 前端架构","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-saas\frontend-architecture.md"
"design/10-architect-practice","权限系统设计","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-saas\permission-system.md"
"design/10-architect-practice","SaaS 可配置性设计","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-saas\configurability.md"
"design/10-architect-practice","SaaS 白标方案","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-saas\white-labeling.md"
"design/10-architect-practice","中后台系统需求分析","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-admin\requirements.md"
"design/10-architect-practice","中后台架构设计","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-admin\architecture-design.md"
"design/10-architect-practice","动态表单架构","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-admin\dynamic-form.md"
"design/10-architect-practice","动态表格架构","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-admin\dynamic-table.md"
"design/10-architect-practice","低代码搭建平台","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-admin\low-code-platform.md"
"design/10-architect-practice","工作流引擎设计","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-admin\workflow-engine.md"
"design/10-architect-practice","移动端需求分析","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-mobile\requirements.md"
"design/10-architect-practice","响应式 vs 自适应","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-mobile\responsive-adaptive.md"
"design/10-architect-practice","Hybrid 架构设计","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-mobile\hybrid-architecture.md"
"design/10-architect-practice","JSBridge 设计","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-mobile\jsbridge-design.md"
"design/10-architect-practice","小程序架构设计","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-mobile\mini-program.md"
"design/10-architect-practice","跨端框架选型","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-mobile\cross-platform.md"
"design/10-architect-practice","实时协作需求分析","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-realtime\requirements.md"
"design/10-architect-practice","实时通信架构","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-realtime\realtime-communication.md"
"design/10-architect-practice","协作编辑架构：OT vs CRDT","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-realtime\ot-crdt.md"
"design/10-architect-practice","状态同步策略","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-realtime\state-sync.md"
"design/10-architect-practice","离线支持设计","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-realtime\offline-support.md"
"design/10-architect-practice","冲突解决策略","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\case-realtime\conflict-resolution.md"
"design/10-architect-practice","架构文档的价值","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\documentation\value.md"
"design/10-architect-practice","C4 模型详解","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\documentation\c4-model.md"
"design/10-architect-practice","架构图绘制技巧","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\documentation\diagram-skills.md"
"design/10-architect-practice","技术规范文档","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\documentation\technical-spec.md"
"design/10-architect-practice","架构知识库建设","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\documentation\knowledge-base.md"
"design/10-architect-practice","架构师能力模型","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\career\capability-model.md"
"design/10-architect-practice","高级工程师 vs 架构师","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\career\senior-vs-architect.md"
"design/10-architect-practice","架构师成长路径","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\career\growth-path.md"
"design/10-architect-practice","架构师面试准备","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\career\interview-preparation.md"
"design/10-architect-practice","架构师日常工作","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\career\daily-work.md"
"design/10-architect-practice","架构师的困惑与突破","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\career\challenges-breakthroughs.md"
"design/10-architect-practice","技术趋势跟踪方法","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\continuous-learning\trend-tracking.md"
"design/10-architect-practice","高效学习方法","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\continuous-learning\learning-methods.md"
"design/10-architect-practice","技术阅读清单","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\continuous-learning\reading-list.md"
"design/10-architect-practice","开源项目学习","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\continuous-learning\open-source-learning.md"
"design/10-architect-practice","参与技术社区","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\continuous-learning\community-participation.md"
"design/10-architect-practice","打造个人技术品牌","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\continuous-learning\personal-branding.md"
"design/10-architect-practice","前端架构知识体系总览","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\conclusion\knowledge-overview.md"
"design/10-architect-practice","架构师核心能力总结","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\conclusion\core-capabilities.md"
"design/10-architect-practice","从优秀到卓越","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\conclusion\excellence.md"
"design/10-architect-practice","致谢与展望","E:\CoderBooks\src\books\design\10-architect-practice\book_zh\conclusion\acknowledgments.md"
"graphics/3d-math","实战案例：相机控制器实现","E:\CoderBooks\src\books\graphics\3d-math\book_zh\practice\camera-controller.md"
"graphics/advanced-rendering","场景图概述与设计原理","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\scene-graph\scene-graph-overview.md"
"graphics/advanced-rendering","节点树结构实现","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\scene-graph\tree-structure.md"
"graphics/advanced-rendering","变换继承与传播","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\scene-graph\transform-inheritance.md"
"graphics/advanced-rendering","世界矩阵计算","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\scene-graph\world-matrix.md"
"graphics/advanced-rendering","渲染遍历算法","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\scene-graph\render-traversal.md"
"graphics/advanced-rendering","场景查询与过滤","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\scene-graph\scene-query.md"
"graphics/advanced-rendering","相机概述与分类","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\camera\camera-overview.md"
"graphics/advanced-rendering","透视相机实现","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\camera\perspective-camera.md"
"graphics/advanced-rendering","正交相机实现","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\camera\orthographic-camera.md"
"graphics/advanced-rendering","相机控制器：轨道控制","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\camera\orbit-controls.md"
"graphics/advanced-rendering","相机控制器：第一人称","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\camera\first-person-controls.md"
"graphics/advanced-rendering","视锥体剔除实现","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\camera\frustum-culling.md"
"graphics/advanced-rendering","材质系统架构设计","E:\CoderBooks\src\books\graphics\advanced-rendering\book_zh\materials\material-architecture.md"
